INCIDENTDATE,INCIDENTHOUR,INCIDENTLOCATION,INCIDENTNEIGHBORHOOD,INCIDENTHIERARCHYDESC,OFFENSES,X,Y
2022-09-10,0,"800 Block E Warrington Ave Pittsburgh, PA 15210",Allentown,HARRASSMENT,2709(a) Harassment.,-79.9937050598573,40.4218022561637
2022-09-10,1,"2500 Block Arlington Ave Pittsburgh, PA 15210",South Side Slopes,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",-79.9712460994284,40.4172619878866
2022-09-09,19,"800 Block S Aiken Ave Pittsburgh, PA 15232",Shadyside,99,9999 9999 - (Misc. Incident): ,-79.9358307320974,40.4508833696141
2022-09-09,19,"100 Block N Craig St Pittsburgh, PA 15213",North Oakland,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-79.8783824278341,40.4433210032603
2022-09-10,5,"5500 Block Phillips Ave Pittsburgh, PA 15217",Squirrel Hill South,HARRASSMENT,2709 Harassment (Non-Specific),-79.929837746765,40.4307251183039
2022-09-07,21,"3100 Block Cordell Pl Pittsburgh, PA 15203",Arlington Heights,99,8106 Shots Fired,-79.963452973864,40.4177171713237
2022-09-11,6,"Steuben St & Middletown Rd Pittsburgh, PA 15205",Crafton Heights,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503 Disorderly Conduct.,-80.0553742307555,40.4439432186547
2022-09-11,12,"3100 Block Beechwood Blvd Pittsburgh, PA 15217",Squirrel Hill South,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,-79.92188198389,40.4210077015123
2022-09-09,10,"5100 Block Ladora Way Pittsburgh, PA 15207",Hazelwood,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),-79.9471077810683,40.4064293262951
2022-09-11,14,"2800 Block Midland St Pittsburgh, PA 15226",Brookline,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,-80.0251509229351,40.3927972061552
2022-09-11,15,"1000 Block Penn Ave Pittsburgh, PA 15222",Central Business District,FOUND PROPERTY,9489 Found Property,-79.9948937550356,40.4442274414144
2022-09-11,12,"3900 Block Penn Ave Pittsburgh, PA 15201",Lower Lawrenceville,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,-79.9598859587793,40.464755622437
2022-09-11,18,"2800 Block Midland St Pittsburgh, PA 15226",Brookline,99,9994 PFA Service,-80.0251509229351,40.3927972061552
2022-09-11,17,"6500 Block Deary St Pittsburgh, PA 15206",Lincoln-Lemington-Belmar,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,-79.9059867378875,40.4669114713731
2022-09-11,19,"300 Block Mc Kinley St Pittsburgh, PA 15210",Knoxville,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,-79.9939695690564,40.4091024532724
2022-09-11,19,"5100 Block Columbo St Pittsburgh, PA 15224",Garfield,99,"3301 Arson  / 3302 Causing or Risking Catastrophe. / 3304(a)(1) CRIMINAL MISCHIEF-Prop Damage By Fire, Explosives, or Other Dangerous Means",-79.9402687476206,40.4702788907497
2022-09-12,1,"2100 Block Wylie Blvd Pittsburgh, PA 15219",Middle Hill,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 3503(a) Criminal Trespass,-79.979247488563,40.4448902812774
2022-09-12,2,"Westmont Ave & Newett St Pittsburgh, PA 15210",Carrick,99,8106 Shots Fired,-79.9891915673967,40.3970123227701
2022-09-05,12,"1400 Block N Highland Ave Pittsburgh, PA 15206",Highland Park,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),-79.9171239170641,40.4765340522934
2022-09-06,13,"1100 Block Brookline Blvd Pittsburgh, PA 15226",Brookline,99,9994 PFA Service,-80.0153820316549,40.3915878301337
2022-09-06,15,"Brighton Rd & Schimmer St Pittsburgh, PA 15212",Brighton Heights,FOUND PROPERTY,9489 Found Property,-80.0287962205377,40.4736593076244
2022-09-08,18,"1000 Block Memory Ln Pittsburgh, PA 15219",Bedford Dwellings,MENTAL 201/302,9498 302 (Mental),-79.9796325795342,40.4495921848183
2022-09-08,22,"1600 Block Perrysville Ave Pittsburgh, PA 15212",Central North Side,RECKLESSLY ENDANGER ANOTH PER,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2705 Recklessly Endangering Another Person. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",,
2022-09-09,2,"700 Block Johnston Ave Pittsburgh, PA 15207",Glen Hazel,THEFT FROM AUTO,3934 Theft from Vehicle,-79.9337392354462,40.4056098631174
2022-09-07,7,"5th Ave & S Bellefield Ave Pittsburgh, PA 15213",North Oakland,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,-79.9519146538482,40.4464845570694
2022-09-12,0,"40th St Brg Pittsburgh, PA 15201",Bluff,AIDED CASE,9497 Aided Case,,
2022-09-08,4,"500 Block Boggs Ave Pittsburgh, PA 15211",Mount Washington,THEFT FROM AUTO,3934 Theft from Vehicle,-80.0101142012155,40.4229592987074
2022-09-12,5,"1200 Block Waterfront Pl Pittsburgh, PA 15222",Bluff,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,-79.9749610514371,40.4682203114825
2022-09-12,11,"1800 Block Buena Vista St Pittsburgh, PA 15212",Perry South,HARRASSMENT,2709(a) Harassment.,-80.0154471857388,40.4597723007582
2022-09-12,12,Zone 5,,HARRASSMENT,2709(a) Harassment. / 3127(a) Indecent exposure,,
2022-09-12,7,"1300 Block Woodbine St Pittsburgh, PA 15201",Stanton Heights,THEFT,3921 Theft by Unlawful Taking or Disposition.,-79.9389612852586,40.48167870526
2022-09-12,12,"900 Block Woodlow St Pittsburgh, PA 15205",Crafton Heights,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,-80.0523506914023,40.4458191424858
2022-09-05,12,"300 Block Seabright St Pittsburgh, PA 15214",Perry South,99,9994 PFA Service,-80.0082980321135,40.4661755189128
2022-09-05,12,"2700 Block Brownsville Rd Pittsburgh, PA 15227",Carrick,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2701 Simple Assault.,-79.9780810989249,40.3843384056868
2022-09-06,7,"1800 Block Sarah St Pittsburgh, PA 15203",South Side Flats,THEFT FROM AUTO,3934 Theft from Vehicle,-79.9806202963576,40.4278358873197
2022-09-06,13,"100 Block 47th St Pittsburgh, PA 15201",Central Lawrenceville,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,,
2022-09-06,8,"6300 Block Morrowfield Ave Pittsburgh, PA 15217",Squirrel Hill South,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304 Criminal Mischief.,-79.9226228644602,40.4274493117033
2022-09-06,13,"4200 Block Gladstone Rd Pittsburgh, PA 15217",North Oakland,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,-79.9451835144085,40.4225193326859
2022-09-05,7,"2800 Block Brownsville Rd Pittsburgh, PA 15227",Carrick,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-79.9775325525589,40.3834499866783
2022-09-05,11,"5800 Block Howe St Pittsburgh, PA 15232",Shadyside,99,2709(a)(2) Harassment by Following Person in Public Place(s) / 2709(b) Stalking,-79.9280418966254,40.4518871825758
2022-09-10,13,"200 Block Voeghtly St Pittsburgh, PA 15212",North Shore,THEFT,3921 Theft by Unlawful Taking or Disposition.,,
2022-09-10,17,"500 Block Oaklynn Ct Pittsburgh, PA 15216",Banksville,99,9999 9999 - (Misc. Incident): ,,
2022-09-10,17,"2600 Block Perrysville Ave Pittsburgh, PA 15214",Perry South,AIDED CASE,9497 Aided Case,-80.0085176085982,40.4711339361923
2022-09-11,15,"Tito Way & Exchange Way Pittsburgh, PA 15222",Central Business District,PUBLIC DRUNKENESS,5505 Public Drunkenness / 9998 Overdose Other,-79.9991550225745,40.4431097144682
2022-09-11,10,"1800 Block Fallowfield Ave Pittsburgh, PA 15216",Beechview,THEFT FROM AUTO,3934 Theft from Vehicle,-80.0237655828259,40.407456520326
2022-09-11,17,"4300 Block Butler St Pittsburgh, PA 15201",Central Lawrenceville,DISORDERLY CONDUCT,5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,-79.9600458283935,40.4705854885513
2022-09-11,23,"2200 Block Wilner Dr Pittsburgh, PA 15221",East Hills,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",,
2022-09-08,5,"2300 Block Mission St Pittsburgh, PA 15203",South Side Slopes,THEFT FROM AUTO,3934 Theft from Vehicle,-79.9737412274479,40.4230225013881
2022-09-08,10,"2200 Block Mazette Rd Pittsburgh, PA 15205",Fairywood,HARRASSMENT,2709(a) Harassment.,-80.0855745252205,40.4479877516495
2022-09-08,12,"Bates St & 2nd Ave Pittsburgh, PA 15213",South Oakland,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace ,-79.959206087326,40.4311436634924
2022-09-08,16,"800 Block Saw Mill Run Blvd Pittsburgh, PA 15226",Bon Air,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,,
2022-09-12,13,"600 Block Stanwix St Pittsburgh, PA 15222",Central Business District,FOUND PROPERTY,9489 Found Property,,
2022-09-12,16,"1200 Block Brighton Rd Pittsburgh, PA 15212",Central North Side,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,,
2022-09-12,16,"2000 Block Forbes Ave Pittsburgh, PA 15219",Bluff,FRAUD DEST/REM/CONC REC INSTRU,"4103 Fraud. Destruct., Remov. or Conceal.of Record. Instr. / 9017 Found Drugs / 13(a)(33) Paraphernalia - Delivery or Intent to Deliver",-79.9776350033459,40.4372063748784
2022-09-12,19,"3000 Block Middletown Rd Pittsburgh, PA 15204",Sheraden,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-80.0643190176973,40.4495884622898
2022-09-12,19,"500 Block Elmer L Williams Sq Pittsburgh, PA 15206",Larimer,99,9994 PFA Service,,
2022-09-12,19,"5100 Block Chaplain Way Pittsburgh, PA 15207",Hazelwood,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,,
2022-09-09,6,"200 Block Aidyl Ave Pittsburgh, PA 15226",Brookline,DRUG INVESTIGATION,9124 Drug Investigation,-80.0281766893383,40.3962552624456
2022-09-09,7,"1300 Block Fallowfield Ave Pittsburgh, PA 15216",Beechview,SIMPLE ASSAULT,2701 Simple Assault.,-80.0242525366036,40.4162259147426
2022-09-09,7,"1300 Block Fallowfield Ave Pittsburgh, PA 15216",Beechview,99,9999 9999 - (Misc. Incident): ,-80.0242525366036,40.4162259147426
2022-09-09,11,"400 Block N Highland Ave Pittsburgh, PA 15206",East Liberty,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,-79.9221749446935,40.4651657848127
2022-09-09,18,"1800 Block E Carson St Pittsburgh, PA 15203",South Side Flats,HARRASSMENT,2709 Harassment (Non-Specific) / 5505 Public Drunkenness / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,-79.9802691087542,40.4284868409739
2022-09-10,0,"1600 Block E Carson St Pittsburgh, PA 15203",South Side Flats,AGG-ASSAULT,2702 Aggravated Assault. / 5505 Public Drunkenness / 5503 Disorderly Conduct.,-79.9826498409866,40.428754714415
2022-09-10,18,"600 Block Middle St Pittsburgh, PA 15212",East Allegheny,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,-79.998880271374,40.4532762047729
2022-09-12,14,"1200 Block Brownsville Rd Pittsburgh, PA 15210",Carrick,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,-79.9901999851368,40.4040717030521
2022-09-06,0,"200 Block Bausman St Pittsburgh, PA 15210",Knoxville,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,-79.9905539115555,40.4143643410994
2022-09-12,18,Zone 6,,SEXUAL ASSAULT,3124.1 Sexual Assault,,
2022-09-12,18,"1300 Block Woodland Ave Pittsburgh, PA 15212",Marshall-Shadeland,MISCELLANEOUS FIRE OTHER INVEST CONTINUED,9123 Miscellaneous Fire Other Investigation to Continue,-80.0302691717884,40.4692307933162
2022-09-12,15,"Atwood St & Sennott St Pittsburgh, PA 15213",Central Oakland,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property. / 13(a)(32) Paraphernalia - Use or Possession / 907 Possessing Instruments of Crime.,-79.9568698102906,40.440489891283
2022-09-12,18,"200 Block S Highland Ave Pittsburgh, PA 15232",Shadyside,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,-79.9252961319403,40.4587558589122
2022-09-12,19,"5100 Block Chaplain Way Pittsburgh, PA 15207",Hazelwood,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,,
2022-09-11,17,"200 Block S Highland Ave Pittsburgh, PA 15232",Shadyside,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,-79.9252961319403,40.4587558589122
2022-09-12,21,"900 Block Marena St Pittsburgh, PA 15220",Elliott,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",-80.0364501426773,40.4451742692941
2022-09-07,11,"Frankstown Ave & N Homewood Ave Pittsburgh, PA 15208",Homewood North,TAMPER WITH/FAB PHYS EVIDENCE,4910 Tampering with or Fabricating Physical Evidence. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 9501 Bench Warrant,-79.8963011488784,40.457404655664
2022-09-07,16,"Middle St & Avery St Pittsburgh, PA 15212",East Allegheny,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance,-79.9990238943123,40.4531635762635
2022-09-07,16,"N Braddock Ave & Alsace Way Pittsburgh, PA 15208",Homewood South,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,-79.8914147746556,40.4523839843657
2022-09-06,5,"Jane St & S 23rd St Pittsburgh, PA 15203",South Side Flats,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,-79.9732267432296,40.4265218329392
2022-09-08,8,"7200 Block Mt Vernon St Pittsburgh, PA 15208",Homewood North,BURGLARY,3502 Burglary. / 3304 Criminal Mischief.,-79.8944010830047,40.4611940783522
2022-09-08,7,"60 Block Barry St Pittsburgh, PA 15203",South Side Slopes,THEFT FROM AUTO,3934 Theft from Vehicle,-79.9701711984993,40.4232301966505
2022-09-08,11,"800 Block Concord St Pittsburgh, PA 15212",East Allegheny,RUNAWAYS - JUVENILE,029 Missing Juvenile,-79.9979200918928,40.4576207854593
2022-09-08,21,"5th Ave & Liberty  Ave Pittsburgh, PA 15222",Central Business District,TERRORISTIC THREATS,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2706 Terroristic Threats.,-80.0027036149075,40.4416964811097
2022-09-05,16,"200 Block East Ohio St Pittsburgh, PA 15212",Allegheny Center,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,,
2022-09-06,17,"4700 Block Monongahela St Pittsburgh, PA 15207",Hazelwood,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose / 4906 False Reports to Law Enforcement Authorities.,-79.9437525947838,40.4134989946425
2022-09-12,1,"3900 Block Liberty Ave Pittsburgh, PA 15201",Lower Lawrenceville,BURGLARY,3502 Burglary. / 5506 Loitering and Prowling at Night / 2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner / 2709.1 Stalking Conduct or Repeatedly Acts Including Follows,-79.9591770158327,40.4623170569709
2022-09-10,21,"100 Block Federal St Pittsburgh, PA 15212",East Allegheny,SIMPLE ASSAULT,2701 Simple Assault.,-80.0037669983711,40.4477993564896
2022-09-12,6,"100 Block Rhine Pl Pittsburgh, PA 15212",Spring Hill-City View,AGG-ASSAULT,2702 Aggravated Assault.,-79.992041845149,40.4653596489546
2022-09-11,8,"200 Block Bonvue St Pittsburgh, PA 15214",Perry North,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,-80.0156713718142,40.490015923487
2022-09-12,15,"100 Block Grandview Ave Pittsburgh, PA 15211",Mount Washington,FOUND PROPERTY,9489 Found Property,-80.0250231849443,40.4409364142164
2022-09-07,8,"1200 Block Lancaster St Pittsburgh, PA 15218",Regent Square,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-79.8973521239798,40.4298764116351
2022-09-08,12,"500 Block William Penn Pl Pittsburgh, PA 15219",Central Business District,FRAUD DEST/REM/CONC REC INSTRU,"4103 Fraud. Destruct., Remov. or Conceal.of Record. Instr.",,
2022-09-08,13,"900 Block Penn Ave Pittsburgh, PA 15222",Strip District,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-79.9980468769971,40.4436186700538
2022-09-08,12,"5500 Block Howe St Pittsburgh, PA 15232",Shadyside,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,-79.9331787267846,40.4502272306833
2022-09-07,19,"5900 Block Centre Ave Pittsburgh, PA 15232",Shadyside,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,,
2022-09-08,21,"200 Block Grandview Ave Pittsburgh, PA 15211",Mount Washington,DUI - GENERAL IMPAIRMENT,3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3714 Careless Driving / 3301 Driving on Right Side of Roadway. / 3802(a)(1) DUI - General Impairment,-80.0080164533472,40.4323827911255
2022-09-08,18,"2000 Block Centre Ave Pittsburgh, PA 15219",Crawford-Roberts,DRUG INVESTIGATION,9124 Drug Investigation,-79.9799824053927,40.4435889103074
2022-09-12,23,"2800 Block Shadeland Ave Pittsburgh, PA 15212",Marshall-Shadeland,ROBBERY,3701 Robbery. / 3702 Robbery of Motor Vehicle.,-80.0301204911086,40.4699527063021
2022-09-12,23,"300 Block Virginia Ave Pittsburgh, PA 15211",Mount Washington,AIDED CASE,9497 Aided Case,-80.0105553172304,40.4311154236645
2022-09-13,8,"100 Block S Graham St Pittsburgh, PA 15206",Bloomfield,99,9998 Overdose Other,-79.9349091755915,40.4647906099031
2022-09-13,2,"5500 Block Penn Ave Pittsburgh, PA 15206",Garfield,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",-79.9324092909919,40.463920338052
2022-09-09,11,"700 Block Devonshire St Pittsburgh, PA 15213",Shadyside,IDENTITY THEFT,4120 Identity Theft,-79.9450497099435,40.4500412712648
2022-09-13,9,"1100 Block Ingham St Pittsburgh, PA 15212",Marshall-Shadeland,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,-80.0250859203619,40.467120604787
2022-09-13,11,"100 Block Larimer Ave Pittsburgh, PA 15206",East Liberty,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",,
2022-09-13,11,"200 Block Rochelle St Pittsburgh, PA 15210",Knoxville,99,9999 9999 - (Misc. Incident): ,-79.9905902505923,40.4151064580715
2022-09-13,8,"1400 Block Lager St Pittsburgh, PA 15212",Troy Hill,AIDED CASE,9497 Aided Case,-79.9834762695876,40.4626010056426
2022-09-07,8,"900 Block Rosselle Ct Pittsburgh, PA 15207",Glen Hazel,THEFT FROM AUTO,3934 Theft from Vehicle,,
2022-09-07,7,"900 Block Rosselle Ct Pittsburgh, PA 15207",Glen Hazel,THEFT FROM AUTO,3934 Theft from Vehicle,,
2022-09-07,9,"100 Block Alluvian St Pittsburgh, PA 15207",Hazelwood,IDENTITY THEFT,4120 Identity Theft,,
2022-09-10,19,"Johnston Ave & Winston St Pittsburgh, PA 15207",Hazelwood,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-79.9380710196507,40.4057931965249
2022-09-11,16,"400 Block N Highland Ave Pittsburgh, PA 15206",East Liberty,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,-79.9221749446935,40.4651657848127
2022-09-11,17,"Bellefonte St & Howe St Pittsburgh, PA 15232",Shadyside,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3744 Duty to Give Information and Render Aid,-79.933350460142,40.4502972005866
2022-09-11,21,"Frankstown Ave & N Braddock Ave Pittsburgh, PA 15208",Homewood North,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-79.8900241646949,40.4559655486508
2022-09-10,17,"100 Block Art Rooney Ave Pittsburgh, PA 15212",North Shore,99,9999 9999 - (Misc. Incident): ,-80.0157793215862,40.4467840308319
2022-09-09,14,"3500 Block Shadeland Ave Pittsburgh, PA 15212",Brighton Heights,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,-80.034172514775,40.4793934957673
2022-09-13,7,"1500 Block Brighton Rd Pittsburgh, PA 15212",California-Kirkbride,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",-80.0165685056208,40.4568744092444
